Track,Album Name,Artist,Release Date,All Time Rank,Spotify Streams,Spotify Popularity
Cï¿½ï¿½,VICE VERSA,Rauw Alejandro,6/25/2021,2215,596905923,76.0
Whatï¿½ï¿½ï¿½,Scary Hours 2,Drake,3/5/2021,2220,383261731,62.0
Turn On The Lights again.. (feat. Future),USB,Fred again..,1/17/2022,2214,190872805,61.0
Despï¿½ï¿½dase ,"Boca Chueca, Vol. 1",Carin Leon,6/1/2024,2211,10557337,72.0
"Mommy, Mommy Give Me Yummy","Mommy, Mommy Give Me Yummy",D Billions,4/20/2021,2209,0,21.0
Illegal Weapon,Illegal Weapon,Garry Sandhu,9/25/2017,2224,67999897,57.0
Starships,Crave Volume 7,Nicki Minaj,1/1/2012,2225,1125407888,73.0
Calidad,Calidad,Grupo Firme,7/12/2022,2238,308915484,54.0
Watch Me,This Is A Challenge,Silento,12/16/2016,2223,387389363,0.0
Send My Love (To Your New Lover),25,Adele,11/20/2015,2234,1064599051,66.0
Chakalitos,Chakalitos,Angi Fire,7/22/2023,2229,14137400,10.0
No Hay Nadie Mï¿½,No Hay Nadie Mï¿½,Sebastian Yatra,1/26/2018,2239,546219103,69.0
Rather Be (feat. Jess Glynne),I Cry When I Laugh,Clean Bandit,1/1/2013,2236,1327093253,70.0
Into Your Arms (feat. Ava Max),Into Your Arms (feat. Ava Max),Witt Lowry,6/8/2018,2232,390529605,67.0
Ramenez la coupe ï¿½ï¿½ la ma,Ramenez la coupe ï¿½ï¿½ la ma,Vegedream,7/17/2018,2233,482859077,62.0
1000 Blunts,"Sing Me a Lullaby, My Sweet Temptation",$uicideboy$,7/29/2022,2237,189588270,72.0
#BrooklynBloodPop!,#BrooklynBloodPop!,SyKo,7/27/2020,2230,289085486,62.0
Baby Songs,Baby Lullaby - Relaxing Piano Baby Lullabies Baby Songs and Nursery Rhymes for Baby Sleep and Newborn Natural Sleep Aid,Baby Lullaby,10/23/2014,2227,5484513,27.0
Mï¿½ï¿½dchen auf dem P,Mï¿½ï¿½dchen auf dem P,Luca-Dante Spadafora,5/12/2023,2226,119141939,67.0
Cuando Te Besï¿,Cuando Te Besï¿,Becky G,8/2/2018,2240,588021470,63.0
"Lutt Putt Gaya (From ""Dunki"")","Lutt Putt Gaya (From ""Dunki"")",Pritam,11/22/2023,2228,54461319,0.0
girl$,girl$,Dom Dolla,6/7/2024,2235,1920905,0.0
Clout (feat. Cardi B),FATHER OF 4,Offset,2/22/2019,2231,306221125,58.0
I love you,I love you,Dadju,12/8/2023,2247,70592513,63.0
Loucura,Amor e ï¿½ï¿,Borges,12/12/2023,2248,79782529,0.0
Forget About Us,Forget About Us,Perrie,4/12/2024,2245,16171953,0.0
One Last Time,My Everything,Ariana Grande,8/21/2014,2243,1465918510,77.0
Malas Decisiones,K23,Kenia OS,10/27/2022,2246,249199925,68.0
Dos Mil 16,Un Verano Sin Ti,Bad Bunny,5/6/2022,2249,426904285,71.0
La Vaca Lola,Las 20 Mejores Canciones Infantiles,Toy Cantando,6/10/2013,2250,38260236,55.0
Termina Comigo Antes,Termina Comigo Antes,Gusttavo Lima,3/31/2022,2241,194919563,63.0
Baarish,Baarish,Payal Dev,8/11/2020,2244,12208412,41.0
ZITTI E BUONI,ZITTI E BUONI,Mï¿½ï¿½ne,3/3/2021,2242,475549122,69.0
Dijeron Que No La Iba Lograr,Dijeron Que No La Iba a Lograr,Chino Pacas,3/14/2023,2254,241174958,43.0
Is It Love,Is It Love,Loreen,10/13/2023,2252,68785555,0.0
Feel It Still,Feel It Still,Portugal. The Man,3/2/2017,2263,1303452422,74.0
Portobello Beach,Passport,Quiet as a Mouse,10/21/2022,2255,0,0.0
MotorSport,MotorSport,Migos,10/27/2017,2262,590983645,62.0
Bad At Love,hopeless fountain kingdom (Deluxe),Halsey,6/2/2017,2265,635393773,59.0
Nevada,Nevada,YoungBoy Never Broke Again,1/30/2021,2251,163974630,64.0
The Adults Are Talking,The New Abnormal,The Strokes,4/10/2020,2264,457933102,76.0
Melhor Eu Ir / Ligando os Fatos / Sonho de Amor / Deixa Eu Te Querer (Ao Vivo),Churrasquinho do Menos ï¿½ï¿½ Mais (Ao V,Grupo Menos ï¿½ï¿½ ,4/23/2020,2260,270944683,0.0
Hips Don't Lie (feat. Wyclef Jean),Oral Fixation Vol. 2,Shakira,1/1/2005,2257,1631152967,80.0
Overdose,Overdose - Single,natori,9/7/2022,2259,191425175,62.0
Techno Cumbia (Remasterizado 2024/30th Anniversary),Amor Prohibido (Remasterizado 2024/30th Anniversary),Selena,3/22/2024,2256,50962805,0.0
Tak Segampang Itu,Tak Segampang Itu,Anggi Marito,12/2/2022,2253,415357981,74.0
Emotionally Scarred,My Turn,Lil Baby,2/28/2020,2261,289652584,63.0
When It Rains It Pours,This One's for You,Luke Combs,6/2/2017,2258,807802864,78.0
If I Didn't Love You,If I Didn't Love You,Jason Aldean,7/23/2021,2268,143447350,60.0
NO ME QUIERO CASAR,nadie sabe lo que va a pasar maï¿½ï¿,Bad Bunny,10/13/2023,2269,144801283,73.0
UNHEALTHY (feat. Shania Twain),UNHEALTHY (feat. Shania Twain),Anne-Marie,5/18/2023,2274,107435709,60.0
ATORRANTE - con Los Palmeras,ATORRANTE - con Los Palmeras,Emanero,7/5/2023,2280,65617109,61.0
"Praise (feat. Brandon Lake, Chris Brown & Chandler Moore)",CAN YOU IMAGINE?,Elevation Worship,5/19/2023,2284,79621215,70.0
greedy,greedy - Single,Tate McRae,9/15/2023,2281,1256101755,0.0
El Mejor,El Mejor,Chayï¿½ï¿½n R,10/27/2023,2282,7178040,0.0
Take Me to Church,Take Me to Church EP,Hozier,9/13/2013,2276,2544489950,74.0
Roses,Roses,The Chainsmokers,6/16/2015,2270,1046848265,68.0
Close Friends (Lil Baby & Gunna),Drip Harder,Lil Baby,10/4/2018,2267,428009373,65.0
"0 Sentimientos (Remix) [feat. Baby Rasta, Noriel, Darkiel, Messiah & Lyan]",Chosen Few: New Generation,Boy Wonder CF,11/21/2023,2272,272261201,0.0
BEBï¿,BEBï¿,Camilo,11/25/2020,2277,401104048,66.0
Propuesta Indecente,Caliente! Latino Hitmix 2013,Romeo Santos,1/1/2013,2266,751508028,74.0
Palhaï¿½ï¿½a (Ao V,Palhaï¿½ï¿½a (Ao Vivo) - Si,Naiara Azevedo,1/12/2023,2271,149801910,58.0
Atmosphere,Atmosphere,FISHER,8/11/2023,2278,105178211,70.0
Eid,Eid,Mehmood J,6/24/2022,2273,10762,4.0
Money In The Grave (Drake ft. Rick Ross),The Best In The World Pack,Drake,6/15/2019,2275,970219741,70.0
BABY NUEVA,nadie sabe lo que va a pasar maï¿½ï¿,Bad Bunny,10/13/2023,2283,118835954,0.0
ýýýýýýýýýý ýýýý ýýýýýý ýýýýýýýý,ýýýýýýýýýý ýýýý ýýýýýý ýýýýýýýý - Single,ýýýýýýýýýý ýýýýýýýý,12/8/2022,2279,468162,24.0
Escapate Conmigo,Nacimiento,Wisin,1/19/2018,2298,0,0.0
Lighter,Lighter (Extended Mix),Galantis,2/16/2024,2295,35712909,5.0
"Halli Naatu (From ""Rrr"")","Halli Naatu (From ""Rrr"") - Single",Rahul Sipligunj,11/10/2021,2293,72962855,0.0
Happier,ýý (Deluxe),Ed Sheeran,3/3/2017,2287,1322385342,70.0
Kill Em With Kindness,Revival (Deluxe),Selena Gomez,10/9/2015,2290,550049388,56.0
Good Love,Good Love,Hannah Laing,5/12/2023,2296,100186243,70.0
Little Girl Gone,Little Girl Gone,CHINCHILLA,4/21/2023,2297,100397677,68.0
Ella Quiere Beber - Remix,Ella Quiere Beber (Remix),Anuel AA,11/2/2018,2299,778846570,70.0
Blicky,Blicky,Fresh X Reckless,1/11/2023,2292,19617254,40.0
Baby (Lil Baby feat. DaBaby),Baby,Quality Control,7/17/2019,2294,522143496,68.0
Hotel,Hotel,Montell Fish,9/16/2022,2291,296674882,74.0
Mas Altas Que Bajadas,Nata Montana,Natanael Cano,6/30/2023,2288,157476564,71.0
Somewhere Only We Know,Somewhere Only We Know,Gustixa,9/5/2022,2286,53532212,43.0
X1,Little Hair,MC Cabelinho,12/20/2021,2285,185050407,62.0
Baby Shark,Pinkfong Bebefinn (Pt. 1),Bebefinn,8/26/2022,2289,1731282,31.0
DISPARA ***,DISPARA ***,Nicki Nicole,5/17/2023,2301,182184068,66.0
Burn,Halcyon,Ellie Goulding,1/1/2012,2306,784334383,68.0
By Your Side,By Your Side,Rod Wave,11/22/2021,2303,164804108,60.0
Very Sad,Very Sad,Enchan,11/23/2022,2309,1426122,0.0
No Te Contaron Mal,No Te Contaron Mal,Christian Nodal,9/7/2018,2312,492542256,68.0
When We Were Young,25,Adele,11/20/2015,2305,1284096603,71.0
Miracle (Extended),Miracle (with Ellie Goulding) [Remixes],Calvin Harris,6/16/2023,2314,57151,14.0
Zapateado Encabronado #3,Nuestra Historia de Voces Ediciï¿½ï¿½n de Oro 25 a,Alacranes Musical,3/22/2024,2300,12495358,0.0
Ainï¿½ï¿½ï¿½t Tha,One Thing At A Time,Morgan Wallen,3/3/2023,2302,210072827,74.0
I Am Your Gummy Bear (The Gummy Bear Song),Gummybear Song,Gummibï¿½,1/1/2007,2307,104073182,57.0
Do It Again (feat. 2Rare),Do It Again (feat. 2Rare),NLE Choppa,10/7/2022,2313,155142115,60.0
Te Felicito,"Unas Mï¿½ï¿½as y Otras Prestadas, Vo",Gerardo Coronel,11/11/2022,2308,136999598,57.0
Funny Song,Funny Song,Bruno Portinho Trilhas para filmes,3/7/2023,2310,0,2.0
The Smallest Man Who Ever Lived,THE TORTURED POETS DEPARTMENT,Taylor Swift,4/18/2024,2304,122986507,0.0
Loading,Loading,Central Cee,10/22/2020,2311,356681497,65.0
Tek Tek (feat. MHD),Tek Tek (feat. MHD),DYSTINCT,5/11/2023,2326,69208147,59.0
Everyday Hustle,WE DON'T TRUST YOU,Future,3/22/2024,2319,32935844,0.0
Dos Besitos,Dos Besitos,La Joaqui,10/27/2022,2320,100335960,56.0
Deep Down (feat. Never Dull),Deep Down (feat. Never Dull),Alok,6/17/2022,2318,335203899,76.0
No Me Conoce - Remix,No Me Conoce (Remix),Jhay Cortez,5/17/2019,2322,1367265268,75.0
ýýCýýmo Pasýý?,ýýCýýmo Pasýý?,Ela Taubert,2/14/2024,2324,61288751,0.0
Freaky Friday (feat. Chris Brown),Freaky Friday (feat. Chris Brown),Lil Dicky,3/15/2018,2321,670298052,65.0
Still Rollin,Still Rollin,Shubh,5/19/2023,2325,191465461,69.0
Safe And Sound,Capital Cities EP,Capital Cities,1/1/2012,2317,1286089822,78.0
Mal Hombre,Mal Hombre,Kim Loaiza,10/25/2023,2323,28817964,0.0
Teeth,Teeth,5 Seconds of Summer,8/21/2019,2315,683247723,71.0
I Took A Pill In Ibiza,The Truth,Mike Posner,6/22/2015,2316,83366020,49.0
Run Free,Run Free,Deep Chills,8/18/2017,2334,86943003,55.0
In The Dark,In the Dark,Purple Disco Machine,1/21/2022,2330,177722624,59.0
Felina,Felina,WIU,9/22/2022,2331,227079649,63.0
Meet you at the Graveyard,"Clean Sheets, dirty walls",Cleffy,10/6/2023,2327,95871805,14.0
Sexy to Someone,Sexy to Someone,Clairo,5/23/2024,2329,15290073,74.0
Se Le Ve,"Se Le Ve (feat. Justin Quiles, Arcangel, De La Ghetto, Lenny Tavï¿½ï¿½rez & Dï¿½ï¿½melo Flow) ",Dï¿½ï¿½melo ,8/12/2021,2332,240138585,56.0
Coraï¿½ï¿½ï¿½ï¿½o,Manual de Como Amar Errado,WIU,11/29/2022,2333,239669425,63.0
FEARLESS,FEARLESS,LE SSERAFIM,5/2/2022,2328,312942305,62.0
Let It Go,Let It Go,James Bay,1/1/2014,2338,1197774081,65.0
Where It Ends,Where It Ends,Bailey Zimmerman,8/19/2022,2343,178441881,75.0
drivers license,drivers license,Olivia Rodrigo,1/8/2021,2341,2184754018,57.0
Desenrola Bate Joga de Ladin (feat. DJ Biel do Furduncinho),Pros Menorzin (feat. DJ Biel do Furduncinho),L7NNON,4/8/2022,2340,86262202,53.0
Carry You Home,Carry You Home,Alex Warren,5/31/2024,2339,9428361,71.0
City Boys,Workout Rap 2024,Burna Boy,2/23/2022,2342,152289860,69.0
Wellerman - Sea Shanty,Wellerman (Sea Shanty),Nathan Evans,1/21/2021,2336,405754991,66.0
Every Summertime,Every Summertime,NIKI,8/10/2021,2346,383171089,70.0
MANDA BALA,MANDA BALA,Ariis,12/8/2023,2344,63016744,0.0
Walk It Talk It,Culture II,Migos,1/26/2018,2337,778459270,67.0
TQMQA,TQMQA - Single,Eladio Carrion,12/14/2023,2335,42043071,0.0
Face Off,Face Off,Tech N9ne,10/7/2021,2347,194908788,59.0
Otra vez (feat. J Balvin),Motivan2,Zion & Lennox,9/30/2016,2345,912446776,67.0
BOOKER T,EL ï¿½ï¿½LTIMO TOUR DEL M,Bad Bunny,11/27/2020,2351,403041493,66.0
Girls Never Die,<ASSEMBLE24>,tripleS,5/8/2024,2352,8797665,67.0
"24/7, 365","24/7, 365",elijah woods,7/24/2023,2359,91124161,71.0
POCPOC,POCPOC,PEDRO SAMPAIO,11/23/2023,2360,137276005,72.0
Je M'appelle,Je M'appelle,Benzz,4/21/2022,2358,231745345,65.0
Soap,Soap,Melanie Martinez,7/10/2015,2349,349538935,67.0
Bam Yang Gang,Bam Yang Gang,BIBI,2/13/2024,2357,33558829,0.0
Never Forget You,Never Forget You,Zara Larsson,9/10/2015,2348,972089598,66.0
Tyler Herro,Tyler Herro,Jack Harlow,10/22/2020,2355,555631717,66.0
"i hate u, i love u (feat. olivia o'brien)","i hate u, i love u (feat. olivia o'brien)",gnash,2/17/2016,2354,1405772026,70.0
Ophelia,Ophelia,The Lumineers,2/5/2016,2350,1274848626,70.0
Manos Rotas,Manos Rotas,DELLAFUENTE,11/16/2023,2356,106759874,71.0
Ella No Es Tuya - Remix,Ella No Es Tuya (Remix),Rochy RD,2/3/2021,2353,364856266,62.0
Satellite,Harry's House,Harry Styles,5/20/2022,2373,455718141,70.0
La Santa,YHLQMDLG,Bad Bunny,2/29/2020,2361,915557792,75.0
Tera Ban Jaunga,Kabir Singh,Akhil Sachdeva,6/14/2019,2372,211095929,63.0
Monï¿½ï¿½y so,Up 2 Mï¿,Yeat,9/10/2021,2368,378668802,71.0
Ranjha Maahi,Ranjha Maahi - Single,Siddhant,1/12/2023,2375,40654,7.0
Hotline Bling,Trevor Nelson Club Classics,Drake,11/4/2016,2367,0,6.0
Sure Thing,All I Want Is You,Miguel,5/25/2010,2362,1335928309,81.0
Talibans,No Love,Byron Messia,1/20/2023,2371,54683202,61.0
Love Story (Taylorï¿½ï¿½ï¿½s Ve,Love Story (Taylorï¿½ï¿½ï¿½s Ve,Taylor Swift,2/12/2021,2363,763292840,74.0
Skin de Bandida,Skin de Bandida - Single,Oscar Maydon,9/22/2023,2364,176958728,0.0
Escapism. - Sped Up,Escapism. (Sped Up),RAYE,11/25/2022,2376,270327239,66.0
Lisa,Lisa,Young Miko,3/3/2023,2365,209988103,67.0
I Can Feel It,I Can Feel It - Single,Kane Brown,9/21/2023,2369,36059521,0.0
ýýýý ýýýý ýýýýýýýý,ýýýý ýýýý ýýýýýýýý - Single,ýýýýýýýý ýýýýýýýýýýýý,5/2/2024,2374,0,0.0
you should see me in a crown,you should see me in a crown,Billie Eilish,7/18/2018,2370,860596912,71.0
Te Robarï¿,Te Robarï¿,Nicky Jam,3/22/2019,2366,547483874,61.0
Rewrite The Stars (with James Arthur & Anne-Marie),Rewrite The Stars (with James Arthur & Anne-Marie),James Arthur,10/25/2018,2377,853574945,73.0
FBI,FBI,Picus,2/29/2024,2386,6591040,0.0
Come and Say - Original Mix,Relyt Conections 3,"""XY""",11/14/2022,2379,0,0.0
Somebody (2024),Somebody (2024),Gotye,2/9/2024,2378,51862502,74.0
Dandelions,Dandelions,Ruth B.,4/28/2017,2383,1561518107,82.0
Malvada,Malvada,Zï¿½ï¿½ Fe,1/28/2022,2382,166427224,53.0
I Love You So,I Love You So,The Walters,11/28/2014,2394,1410353130,83.0
i love you,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Billie Eilish,3/29/2019,2390,930343185,75.0
Not Fair,Not Fair,Niklas Dee,6/2/2023,2392,164667038,69.0
Benjamins Deli,Benjamins Deli - Single,JRitt,10/24/2023,2389,996881,0.0
Him & I (with Halsey),Him & I,G-Eazy,11/30/2017,2384,949651805,72.0
STAY (with Justin Bieber),Stay,The Kid LAROI,7/9/2021,2385,3107100349,53.0
TIKTOK,TIKTOK,Ian Lucas,5/23/2024,2381,2164864,59.0
Call Your Friends,Call Your Friends - Single,Rod Wave,8/18/2023,2395,47296342,46.0
Rosa Pastel,Rosa Pastel,Peso Pluma,4/20/2023,2391,192231633,65.0
Dirt Cheap,Leather,Cody Johnson,11/3/2023,2387,44047842,11.0
Borderline,The Slow Rush,Tame Impala,2/14/2020,2380,671310199,76.0
Tï¿,Encerrados Pero Enfiestados (Live Vol. 1),Carin Leon,5/22/2020,2393,327311508,68.0
No Time To Die,No Time To Die,Billie Eilish,2/13/2020,2388,610838644,70.0
All Eyes on Me,All Eyes on Me - Single,Dj Belite,12/20/2022,2401,155367,0.0
En El Radio Un Cochinero,En El Radio Un Cochinero,Victor Cibrian,5/13/2022,2399,215837483,61.0
Safari,Energï¿½,J Balvin,6/3/2016,2402,559708419,65.0
comethru,comethru,Jeremy Zucker,9/7/2018,2405,822935346,69.0
ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý,ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý - Single,ýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýý,4/5/2024,2403,2409532,52.0
ROCKSTAR,$AD BOYZ 4 LIFE II,Junior H,10/5/2023,2404,266127900,79.0
Boy's a liar,Boy's a liar,PinkPantheress,11/30/2022,2400,203628716,62.0
O Patinho Colorido,"Bento e Totï¿½ï¿½, Vo",Bento e Totï¿,11/15/2019,2396,11029541,52.0
La Mejor Version de Mi,La Mejor Versiï¿½ï¿½n d,NATTI NATASHA,2/12/2019,2398,109221089,66.0
B.O.T.A. (Baddest Of Them All),B.O.T.A. (Baddest Of Them All) / Move To The,Eliza Rose,6/15/2022,2397,47723324,52.0
Love Terremoto - Ao Vivo,"Resenha Preferida, Vol. 2 (Ao Vivo)",Os Barï¿½ï¿½es Da Pisad,8/3/2022,2413,17075528,40.0
Lucky Girl Syndrome,SUPER REAL ME,ILLIT,3/25/2024,2408,29089538,72.0
...Baby One More Time (from Kung Fu Panda 4),Kung Fu Panda 4 (Original Motion Picture Soundtrack),Tenacious D,3/8/2024,2406,28423160,0.0
Little Dark Age,Little Dark Age,MGMT,10/17/2017,2415,641453269,72.0
Una Lady Como Tï¿,Una Lady Como Tï¿,Manuel Turizo,12/1/2016,2409,2935372,0.0
Whatever She Wants,Whatever She Wants,Bryson Tiller,2/12/2024,2418,207093873,0.0
Hypnotized,Hypnotized,Purple Disco Machine,4/8/2020,2419,354683755,58.0
Diable,Bocaterrosa,Ven'nus,2/28/2023,2423,53058,10.0
Laung Laachi Title Track,"Laung Laachi Title Track (From ""Laung Laachi"")",Mannat Noor,2/22/2018,2422,30173434,45.0
Chunni Me Perfume Lagawe,Chunni Me Perfume Lagawe - Single,Gajendra Gurjar,6/13/2022,2412,0,0.0
Koka,Koka,Mankirt Aulakh,11/6/2023,2417,28816253,0.0
ELEVEN,ELEVEN,IVE,12/1/2021,2407,306760464,66.0
Hasta el Amanecer,Hasta el Amanecer,Nicky Jam,1/15/2016,2411,560103803,0.0
Space Cadet (feat. Gunna),NOT ALL HEROES WEAR CAPES,Metro Boomin,11/2/2018,2416,917916061,75.0
Poker Face ( Remix ),Poker Face ( Remix ),Bora Media,10/17/2023,2410,1271094976,0.0
November Rain (2022 Version),November Rain / Double Talkin' Jive / You Could Be Mine,Guns N' Roses,11/4/2022,2420,14394612,53.0
ýýýýýýýýýýýý ýýýýýýýýýýýý,The End,Lusia Chebotina,10/29/2021,2421,32318892,51.0
We Ride,We Ride - Single,Bryan Martin,10/28/2022,2414,200017368,76.0
Rich Spirit,Mr. Morale & The Big Steppers,Kendrick Lamar,5/13/2022,2437,254191262,71.0
Cochinae,Querian Perreo?,Julianno Sosa,4/19/2022,2438,155050178,58.0
Juju On That Beat (TZ Anthem),Juju On That Beat (TZ Anthem),Zay Hilfigerrr,9/30/2016,2427,243305603,52.0
I'm Not The Only One,In The Lonely Hour (Deluxe),Sam Smith,1/1/2014,2428,1879966374,77.0
Murder,Murder,Bgnzinho,2/14/2023,2431,2613573,37.0
Major Distribution,Her Loss,Drake,11/4/2022,2430,199662854,62.0
Psikopat,Psikopat,Butrint Imeri,5/16/2024,2426,2112678,0.0
Piï¿½ï¿½man Deï¿,Piï¿½ï¿½man Deï¿½ï¿½ilim ,Semicenk,6/2/2023,2434,134291091,65.0
Dynamite,Rokstarr (Special Edition),Taio Cruz,1/1/2010,2439,1070923216,69.0
Chlorine,Trench,Twenty One Pilots,10/5/2018,2425,517990518,68.0
GIVENCHY,Temporada de Reggaetï¿½ï¿,Duki,7/20/2022,2436,240519561,62.0
Here,Here,Alessia Cara,4/30/2015,2441,616445374,65.0
COME UN TUONO (feat. Guï¿½,RADIO SAKURA,Rose Villain,3/7/2024,2433,53590796,75.0
Favorito,Favorito,Camilo,3/26/2020,2435,488713982,58.0
Royalty,Royalty,Egzod,4/22/2021,2432,317252487,74.0
Am I Wrong,More Music 2013,Nico & Vinz,1/1/2013,2440,965827790,71.0
Tennessee Orange,Tennessee Orange,Megan Moroney,9/2/2022,2424,227893586,73.0
Still Trappin' (with King Von),The Voice,Lil Durk,12/24/2020,2448,176140377,61.0
De Fresa y Coco,De Fresa y Coco,Luis R Conriquez,11/10/2023,2445,81186913,0.0
He Dead (Oil Thief Remix),REMXNG 2.1,clipping.,9/21/2022,2456,14148,0.0
YUM YUM (Slowed),YUM YUM,LXNGVX,6/23/2023,2450,52295701,64.0
Issues,Issues,Julia Michaels,1/13/2017,2446,1214862854,69.0
Element,Meet The Woo 2,Pop Smoke,2/7/2020,2457,523416171,68.0
n.h.i.e.,n.h.i.e.,21 Savage,1/10/2024,2459,102829758,0.0
GOD'S COUNTRY,UTOPIA,Travis Scott,7/28/2023,2455,96802469,64.0
Parado no Bailï¿½,Parado no Bailï¿½,MC L da Vinte,7/23/2018,2442,387513964,68.0
El Paso del Gigante,Los Reyes de los Sonidos,Grupo Soï¿½ï¿½,11/24/2023,2444,25684,0.0
F Boy,F Boy,Ander Huang,8/22/2020,2451,1415206,19.0
"Yo x Ti, Tu x Mi","Yo x Ti, Tu x Mi",ROSALï¿½,8/15/2019,2452,572697124,65.0
Say It,Say It,Tory Lanez,7/31/2015,2447,510138748,70.0
Ain't Shit,Planet Her,Doja Cat,6/25/2021,2454,599547543,70.0
Dancing With Your Ghost,Dancing With Your Ghost,Sasha Alex Sloan,6/28/2019,2458,573785235,71.0
SIRENS,UTOPIA,Travis Scott,7/28/2023,2449,102510409,65.0
Conexï¿½ï¿½es de Mï¿½ï¿½fia (feat. Rich ,Conexï¿½ï¿½es de Mï¿½ï¿½fia (feat. Rich The Kid) ,Matuï¿,4/30/2023,2453,159579530,67.0
2 Hielos,2 Hielos,King Savagge,2/2/2023,2443,76078240,0.0
BAD BOY,BAD BOY,Chris Jedi,2/7/2024,2474,42027577,0.0
I Love Mama Mantu,I Love Mama Mantu,Bulan Sutena,11/1/2021,2468,8887656,37.0
Hall of Fame (feat. will.i.am),NRJ Hits 17,The Script,1/1/2012,2465,1438795892,78.0
Original som fan,HIPHOPP Vol. 1,OP,10/30/2018,2466,37291,3.0
SLAY!,SLAY!,Eternxlkz,3/15/2024,2471,81775807,80.0
Zaroori Tha,Sahir Ali Bagga Special,Rahat Fateh Ali Khan,12/31/2017,2463,0,0.0
Deixa,Deixa,Maria Marï¿½ï,3/21/2023,2467,64736609,67.0
We Didnï¿½ï¿½ï¿½t Start Th,We Didnï¿½ï¿½ï¿½t Start Th,Fall Out Boy,6/28/2023,2464,52240739,59.0
ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý- Sayonara,ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý!- Sayonara - Single,Kenshi Yonezu,4/8/2024,2473,22739117,71.0
Proud Mary - 2023 Remaster,What's Love Got to Do with It (30th Anniversary Deluxe Edition),Tina Turner,4/26/2024,2460,20455,0.0
Runaway (U & I),Runaway (U & I),Galantis,10/5/2014,2469,895051532,72.0
Ley Seca,Ley Seca,Jhay Cortez,9/2/2021,2462,412597562,66.0
Dawns (feat. Maggie Rogers),Dawns (feat. Maggie Rogers) - Single,Zach Bryan,1/27/2023,2461,261468916,75.0
Mesafe,Mesafe,Semicenk,9/1/2023,2470,59964248,0.0
Numb,Meteora,Linkin Park,3/24/2003,2472,1720830668,80.0
So High School,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Taylor Swift,4/19/2024,2478,97601615,87.0
Hola,Climaxxx,Dalex,5/10/2019,2483,28185177,42.0
Dark Red,Dark Red,Steve Lacy,2/20/2017,2475,1315024190,80.0
Diosa,Easy Money Baby,Myke Towers,1/24/2020,2484,465811322,66.0
Sand Monkey,Sand Monkey,Kid Pharaoh,9/1/2022,2479,0,0.0
Wagon Wheel,True Believers,Darius Rucker,1/1/2013,2477,727417273,73.0
Dil Galti Kar Baitha Hai,Dil Galti Kar Baitha Hai,Jubin Nautiyal,9/25/2021,2482,64013323,53.0
Is There Someone Else?,The Highlights (Deluxe),The Weeknd,2/5/2021,2485,669099980,76.0
Dream Girl,Deeper 2.0,Ir Sais,9/27/2017,2481,133061000,54.0
Wild Side (feat. Cardi B),Wild Side (feat. Cardi B) - Single,Normani,7/16/2021,2476,181529121,60.0
Bi' Tek Ben Anlarï¿½,Bi' Tek Ben Anlarï¿½,Kï¿½ï,3/18/2022,2480,214391030,58.0
Location (feat. Burna Boy),PSYCHODRAMA,Dave,3/8/2019,2490,540907681,70.0
Mon Amour,Mon Amour,Annalisa,3/31/2023,2488,86387703,56.0
"Ve Kamleya (From ""Rocky Aur Rani Kii Prem Kahaani"")","Ve Kamleya (From ""Rocky Aur Rani Kii Prem Kahaani"")",Pritam,7/18/2023,2495,97050082,68.0
Cake By The Ocean - Cover,SEXY BEACH SONGS,MUSIC LAB JPN,5/28/2023,2540,1614203949,0.0
Pray For Me,Pray For Me (with Kendrick Lamar),The Weeknd,2/2/2018,2491,918478800,71.0
p r i d e . i s . t h e . d e v i l (with Lil Baby),The Off-Season,J. Cole,5/14/2021,2487,367165473,65.0
Position,Prime,Franglish,2/15/2024,2492,44456165,73.0
Motley Crew,Motley Crew,Post Malone,7/9/2021,2486,399297877,66.0
Poppin,2 Alivï¿,Yeat,2/18/2022,2493,152999496,63.0
Memories,Memories,Conan Gray,4/15/2022,2494,445742307,72.0
Casi Completa,PRESENTE,Juliï¿½ï¿½n ï¿½ï¿½lvarez y su Norteï,11/17/2023,2489,64656678,0.0
JOLENE,COWBOY CARTER,Beyoncï¿,3/27/2024,2500,57163264,0.0
